	BE_Earth	BE_ISS	Cul_Earth	Cul_SC	Human	Soil	BE_Earth_prop	BE_ISS_prop	Soil_prop	Human_prop	Cul_Earth_prop	Cul_SC_prop	fxn	p.val	p.adj.BH
Nicotinamidase	0	0	1	2	4	0	0	0	0	12.1212121212121	100	100	Nicotinamidase	0.00150893652428353	0.0272767947139592
putative antitoxin YezG	1	8	1	2	13	4	100	100	36.3636363636364	39.3939393939394	100	100	putative antitoxin YezG	0.00150673153451531	0.0272767947139592
Putative tagatose-6-phosphate ketose/aldose isomerase	0	0	1	2	5	0	0	0	0	15.1515151515152	100	100	Putative tagatose-6-phosphate ketose/aldose isomerase	0.00151068591295061	0.0272767947139592
Sensor histidine kinase DcuS	1	8	0	0	28	11	100	100	100	84.8484848484848	0	0	Sensor histidine kinase DcuS	0.00151068591295061	0.0272767947139592
Subtilisin E	1	0	1	2	4	0	100	0	0	12.1212121212121	100	100	Subtilisin E	0.00150893652428353	0.0272767947139592
Transcriptional regulatory protein DcuR	1	8	0	0	28	11	100	100	100	84.8484848484848	0	0	Transcriptional regulatory protein DcuR	0.00151068591295061	0.0272767947139592
Transcriptional regulatory protein DegU	1	8	0	0	16	3	100	100	27.2727272727273	48.4848484848485	0	0	Transcriptional regulatory protein DegU	0.00146421294037838	0.0272767947139592
Linear gramicidin synthase subunit B	0	0	0	0	17	8	0	0	72.7272727272727	51.5151515151515	0	0	Linear gramicidin synthase subunit B	0.00178120186447175	0.0319626779013541
Extracellular ribonuclease	0	8	0	0	20	10	0	100	90.9090909090909	60.6060606060606	0	0	Extracellular ribonuclease	0.00187558342792539	0.0334498222391356
Arabinose operon regulatory protein	0	8	1	2	13	5	0	100	45.4545454545455	39.3939393939394	100	100	Arabinose operon regulatory protein	0.00223736988626388	0.0394183894507218
putative glycosyltransferase	1	8	0	0	14	7	100	100	63.6363636363636	42.4242424242424	0	0	putative glycosyltransferase	0.00223545644652661	0.0394183894507218
6-phosphogluconate dehydrogenase, NADP( )-dependent, decarboxylating	1	8	1	2	13	6	100	100	54.5454545454545	39.3939393939394	100	100	6-phosphogluconate dehydrogenase, NADP( )-dependent, decarboxylating	0.00254797085730359	0.0430636702452415
Antitoxin	1	8	1	2	13	6	100	100	54.5454545454545	39.3939393939394	100	100	Antitoxin	0.00254797085730358	0.0430636702452415
Deoxyribodipyrimidine photo-lyase	1	8	0	0	31	9	100	100	81.8181818181818	93.9393939393939	0	0	Deoxyribodipyrimidine photo-lyase	0.00251799660680765	0.0430636702452415
Linear gramicidin synthase subunit D	0	0	0	0	15	8	0	0	72.7272727272727	45.4545454545455	0	0	Linear gramicidin synthase subunit D	0.00252540435714808	0.0430636702452415
putative D-xylose utilization operon transcriptional repressor	1	8	1	2	13	6	100	100	54.5454545454545	39.3939393939394	100	100	putative D-xylose utilization operon transcriptional repressor	0.00254797085730359	0.0430636702452415
putative N-acetyltransferase YsnE	1	8	1	2	18	3	100	100	27.2727272727273	54.5454545454545	100	100	putative N-acetyltransferase YsnE	0.00252540435714807	0.0430636702452415
Tryptophan-rich protein TspO	1	8	0	0	31	9	100	100	81.8181818181818	93.9393939393939	0	0	Tryptophan-rich protein TspO	0.00251799660680765	0.0430636702452415
putative protein kinase UbiB	0	8	0	0	15	4	0	100	36.3636363636364	45.4545454545455	0	0	putative protein kinase UbiB	0.00260361471957955	0.0437497571665766
Alkaline phosphatase 4	0	0	0	0	14	8	0	0	72.7272727272727	42.4242424242424	0	0	Alkaline phosphatase 4	0.00282044219071471	0.0450495903758663
dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose N,N-dimethyltransferase	1	8	1	2	19	3	100	100	27.2727272727273	57.5757575757576	100	100	dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose N,N-dimethyltransferase	0.0028204421907147	0.0450495903758663
Group II intron-encoded protein LtrA	1	8	0	0	29	7	100	100	63.6363636363636	87.8787878787879	0	0	Group II intron-encoded protein LtrA	0.00270419818428918	0.0450495903758663
HTH-type transcriptional activator TipA	0	0	1	2	15	2	0	0	18.1818181818182	45.4545454545455	100	100	HTH-type transcriptional activator TipA	0.00276550232170206	0.0450495903758663
Multidrug resistance protein EbrB	1	8	1	2	19	3	100	100	27.2727272727273	57.5757575757576	100	100	Multidrug resistance protein EbrB	0.00282044219071469	0.0450495903758663
Pantothenate precursors transporter PanS	1	8	1	2	23	3	100	100	27.2727272727273	69.6969696969697	100	100	Pantothenate precursors transporter PanS	0.00280017617253084	0.0450495903758663
Pulcherriminic acid synthase	1	0	0	0	18	2	100	0	18.1818181818182	54.5454545454545	0	0	Pulcherriminic acid synthase	0.00276550232170206	0.0450495903758663
Putative phosphatase	0	0	1	2	15	2	0	0	18.1818181818182	45.4545454545455	100	100	Putative phosphatase	0.00276550232170206	0.0450495903758663
Spore protein YkvP	1	8	1	2	23	3	100	100	27.2727272727273	69.6969696969697	100	100	Spore protein YkvP	0.00280017617253085	0.0450495903758663
Ribonuclease YqcG	0	0	1	2	2	1	0	0	9.09090909090909	6.06060606060606	100	100	Ribonuclease YqcG	0.00286809605499944	0.0453128001732794
Spore germination protein B3	1	8	0	0	31	10	100	100	90.9090909090909	93.9393939393939	0	0	Spore germination protein B3	0.00286809605499945	0.0453128001732794
Hexuronate transporter	1	8	1	2	20	3	100	100	27.2727272727273	60.6060606060606	100	100	Hexuronate transporter	0.00301687034207226	0.0474056328886706
Putative glycosyltransferase EpsE	0	0	1	2	18	4	0	0	36.3636363636364	54.5454545454545	100	100	Putative glycosyltransferase EpsE	0.0031622092562252	0.0494222704722938
Arginine deiminase	0	8	0	0	22	10	0	100	90.9090909090909	66.6666666666667	0	0	Arginine deiminase	0.0033843501632156	0.0517805574971987
Carbamate kinase 1	0	8	0	0	22	10	0	100	90.9090909090909	66.6666666666667	0	0	Carbamate kinase 1	0.0033843501632156	0.0517805574971987
Global nitrogen regulator	0	8	0	0	22	10	0	100	90.9090909090909	66.6666666666667	0	0	Global nitrogen regulator	0.0033843501632156	0.0517805574971987
Ornithine carbamoyltransferase, catabolic	0	8	0	0	22	10	0	100	90.9090909090909	66.6666666666667	0	0	Ornithine carbamoyltransferase, catabolic	0.0033843501632156	0.0517805574971987
Plasmid replication protein RepX	0	0	0	0	16	1	0	0	9.09090909090909	48.4848484848485	0	0	Plasmid replication protein RepX	0.00360335475466399	0.054842682051352
Di-/tripeptide transporter	1	8	0	0	19	9	100	100	81.8181818181818	57.5757575757576	0	0	Di-/tripeptide transporter	0.00379188577158194	0.0574115205103579
Putative transposon Tn552 DNA-invertase bin3	1	8	0	0	17	8	100	100	72.7272727272727	51.5151515151515	0	0	Putative transposon Tn552 DNA-invertase bin3	0.00389983785006458	0.0587400447157396
Cysteine protease StiP	0	0	0	0	19	4	0	0	36.3636363636364	57.5757575757576	0	0	Cysteine protease StiP	0.00401170437220592	0.0598052544102698
Tyrosine recombinase XerS	1	0	0	0	19	4	100	0	36.3636363636364	57.5757575757576	0	0	Tyrosine recombinase XerS	0.00401170437220592	0.0598052544102698
3-dehydroshikimate dehydratase	1	8	0	0	23	10	100	100	90.9090909090909	69.6969696969697	0	0	3-dehydroshikimate dehydratase	0.00427908202556698	0.0602429999177356
Alpha-amylase	1	8	0	0	23	10	100	100	90.9090909090909	69.6969696969697	0	0	Alpha-amylase	0.00427908202556699	0.0602429999177356
Leucine-rich protein	0	0	1	2	10	1	0	0	9.09090909090909	30.3030303030303	100	100	Leucine-rich protein	0.00427908202556699	0.0602429999177356
Peptidoglycan glycosyltransferase MrdB	0	0	1	2	10	6	0	0	54.5454545454545	30.3030303030303	100	100	Peptidoglycan glycosyltransferase MrdB	0.00418877322465582	0.0602429999177356
putative ABC transporter permease YtrD	0	8	1	2	14	6	0	100	54.5454545454545	42.4242424242424	100	100	putative ABC transporter permease YtrD	0.00428974922014832	0.0602429999177356
Putative cytochrome P450 YjiB	0	0	1	2	10	1	0	0	9.09090909090909	30.3030303030303	100	100	Putative cytochrome P450 YjiB	0.00427908202556699	0.0602429999177356
Putative glycosyltransferase EpsF	0	0	1	2	5	4	0	0	36.3636363636364	15.1515151515152	100	100	Putative glycosyltransferase EpsF	0.00427844638917011	0.0602429999177356
putative glycosyltransferase EpsJ	0	8	0	0	23	5	0	100	45.4545454545455	69.6969696969697	0	0	putative glycosyltransferase EpsJ	0.00418877322465582	0.0602429999177356
Putative ribonuclease YeeF	1	8	1	2	16	4	100	100	36.3636363636364	48.4848484848485	100	100	Putative ribonuclease YeeF	0.00427572443866077	0.0602429999177356
Sulfate transport system permease protein CysT	0	0	0	0	19	5	0	0	45.4545454545455	57.5757575757576	0	0	Sulfate transport system permease protein CysT	0.00428974922014836	0.0602429999177356
Sulfate transport system permease protein CysW	0	0	0	0	19	5	0	0	45.4545454545455	57.5757575757576	0	0	Sulfate transport system permease protein CysW	0.00428974922014836	0.0602429999177356
Sulfate-binding protein	0	0	0	0	19	5	0	0	45.4545454545455	57.5757575757576	0	0	Sulfate-binding protein	0.00428974922014836	0.0602429999177356
Alpha-keto-acid decarboxylase	0	0	1	2	3	1	0	0	9.09090909090909	9.09090909090909	100	100	Alpha-keto-acid decarboxylase	0.00445744278066959	0.0622970488625313
Flagellar basal-body rod protein FlgG	0	0	1	2	3	2	0	0	18.1818181818182	9.09090909090909	100	100	Flagellar basal-body rod protein FlgG	0.00452880188915359	0.0629915171854999
Teichuronic acid biosynthesis protein TuaE	0	8	0	0	22	5	0	100	45.4545454545455	66.6666666666667	0	0	Teichuronic acid biosynthesis protein TuaE	0.00483825357310328	0.0669752530333868
Dipeptide and tripeptide permease C	0	0	1	2	13	2	0	0	18.1818181818182	39.3939393939394	100	100	Dipeptide and tripeptide permease C	0.00499451052938643	0.0684860476836149
FAD-dependent urate hydroxylase	1	0	1	2	13	2	100	0	18.1818181818182	39.3939393939394	100	100	FAD-dependent urate hydroxylase	0.00499451052938643	0.0684860476836149
Glutathione biosynthesis bifunctional protein GshAB	0	0	0	0	17	2	0	0	18.1818181818182	51.5151515151515	0	0	Glutathione biosynthesis bifunctional protein GshAB	0.00523467823418572	0.0698037138843024
HTH-type transcriptional regulator MgrA	0	0	1	2	9	1	0	0	9.09090909090909	27.2727272727273	100	100	HTH-type transcriptional regulator MgrA	0.00518257159388341	0.0698037138843024
Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase	1	0	0	0	18	3	100	0	27.2727272727273	54.5454545454545	0	0	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase	0.00518309023074251	0.0698037138843024
Putative conjugal transfer protein	1	0	0	0	18	3	100	0	27.2727272727273	54.5454545454545	0	0	Putative conjugal transfer protein	0.00518309023074251	0.0698037138843024
Pyridoxal 4-dehydrogenase	0	8	1	2	16	9	0	100	81.8181818181818	48.4848484848485	100	100	Pyridoxal 4-dehydrogenase	0.00523467823418572	0.0698037138843024
Thermonuclease	1	0	0	0	17	2	100	0	18.1818181818182	51.5151515151515	0	0	Thermonuclease	0.00523467823418573	0.0698037138843024
Inner membrane protein YhaI	1	8	0	0	20	5	100	100	45.4545454545455	60.6060606060606	0	0	Inner membrane protein YhaI	0.0055540694618929	0.0730622759184852
L-methionine sulfoximine/L-methionine sulfone acetyltransferase	1	8	1	2	17	4	100	100	36.3636363636364	51.5151515151515	100	100	L-methionine sulfoximine/L-methionine sulfone acetyltransferase	0.00553636652629824	0.0730622759184852
Penicillinase repressor	1	8	0	0	19	5	100	100	45.4545454545455	57.5757575757576	0	0	Penicillinase repressor	0.00555444202889069	0.0730622759184852
Beta-lactamase 3	0	0	0	0	6	7	0	0	63.6363636363636	18.1818181818182	0	0	Beta-lactamase 3	0.0060156133141668	0.076699069755627
Cadmium resistance transcriptional regulatory protein CadC	0	0	1	2	8	1	0	0	9.09090909090909	24.2424242424242	100	100	Cadmium resistance transcriptional regulatory protein CadC	0.00599157156677076	0.076699069755627
Endoglucanase C307	0	0	0	0	6	7	0	0	63.6363636363636	18.1818181818182	0	0	Endoglucanase C307	0.00601561331416683	0.076699069755627
O-GlcNAcase NagJ	0	0	0	0	6	7	0	0	63.6363636363636	18.1818181818182	0	0	O-GlcNAcase NagJ	0.0060156133141668	0.076699069755627
putative amino-acid import ATP-binding protein YxeO	0	0	0	0	12	0	0	0	0	36.3636363636364	0	0	putative amino-acid import ATP-binding protein YxeO	0.00600516470365732	0.076699069755627
putative amino-acid permease protein YxeN	0	0	0	0	12	0	0	0	0	36.3636363636364	0	0	putative amino-acid permease protein YxeN	0.00600516470365732	0.076699069755627
Transcriptional regulator ManR	0	0	0	0	12	0	0	0	0	36.3636363636364	0	0	Transcriptional regulator ManR	0.00600516470365734	0.076699069755627
5-aminolevulinate synthase	0	0	0	0	0	4	0	0	36.3636363636364	0	0	0	5-aminolevulinate synthase	0.00653994123648864	0.08027208677099
Acid shock protein	0	0	1	2	5	1	0	0	9.09090909090909	15.1515151515152	100	100	Acid shock protein	0.00654437033530255	0.08027208677099
Carbonic anhydrase	0	0	0	0	0	4	0	0	36.3636363636364	0	0	0	Carbonic anhydrase	0.00653994123648864	0.08027208677099
Cytochrome P450(MEG)	1	8	0	0	28	10	100	100	90.9090909090909	84.8484848484848	0	0	Cytochrome P450(MEG)	0.00654437033530259	0.08027208677099
Hyaluronan synthase	0	0	0	0	0	4	0	0	36.3636363636364	0	0	0	Hyaluronan synthase	0.00653994123648864	0.08027208677099
Multidrug resistance protein Stp	1	8	1	2	33	7	100	100	63.6363636363636	100	100	100	Multidrug resistance protein Stp	0.00653994123648865	0.08027208677099
Signal peptidase I T	0	0	0	0	0	4	0	0	36.3636363636364	0	0	0	Signal peptidase I T	0.00653994123648864	0.08027208677099
Thiosulfate sulfurtransferase GlpE	1	8	1	2	33	7	100	100	63.6363636363636	100	100	100	Thiosulfate sulfurtransferase GlpE	0.00653994123648865	0.08027208677099
Transcriptional regulatory protein UhpA	0	0	0	0	0	4	0	0	36.3636363636364	0	0	0	Transcriptional regulatory protein UhpA	0.00653994123648864	0.08027208677099
putative protease YdeA	1	8	0	0	29	9	100	100	81.8181818181818	87.8787878787879	0	0	putative protease YdeA	0.00664086872401122	0.0811134679861371
Alanine--anticapsin ligase	0	0	1	2	15	5	0	0	45.4545454545455	45.4545454545455	100	100	Alanine--anticapsin ligase	0.0068794213432322	0.0812946253852685
Bacteriocin UviB	0	0	0	0	18	5	0	0	45.4545454545455	54.5454545454545	0	0	Bacteriocin UviB	0.00687942134323222	0.0812946253852685
HTH-type transcriptional activator Btr	1	8	1	2	15	6	100	100	54.5454545454545	45.4545454545455	100	100	HTH-type transcriptional activator Btr	0.00687942134323222	0.0812946253852685
HTH-type transcriptional regulator ZntR	1	0	1	2	6	1	100	0	9.09090909090909	18.1818181818182	100	100	HTH-type transcriptional regulator ZntR	0.00680112344826244	0.0812946253852685
putative endopeptidase p60	1	8	0	0	18	7	100	100	63.6363636363636	54.5454545454545	0	0	putative endopeptidase p60	0.00687318977263826	0.0812946253852685
Regulatory protein BlaR1	1	8	0	0	18	6	100	100	54.5454545454545	54.5454545454545	0	0	Regulatory protein BlaR1	0.00687942134323222	0.0812946253852685
Regulatory protein SoxS	0	0	1	2	15	5	0	0	45.4545454545455	45.4545454545455	100	100	Regulatory protein SoxS	0.0068794213432322	0.0812946253852685
UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase	0	8	0	0	24	6	0	100	54.5454545454545	72.7272727272727	0	0	UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase	0.00671337398881781	0.0812946253852685
Aryl-phospho-beta-D-glucosidase BglC	0	0	0	0	17	6	0	0	54.5454545454545	51.5151515151515	0	0	Aryl-phospho-beta-D-glucosidase BglC	0.00765048978923413	0.0893171639249143
Negative regulatory protein YxlE	1	8	1	2	16	5	100	100	45.4545454545455	48.4848484848485	100	100	Negative regulatory protein YxlE	0.00765048978923414	0.0893171639249143
putative transmembrane protein YxlG	1	8	1	2	16	5	100	100	45.4545454545455	48.4848484848485	100	100	putative transmembrane protein YxlG	0.00765048978923414	0.0893171639249143
ESAT-6 secretion accessory factor EsaB	0	0	0	0	14	7	0	0	63.6363636363636	42.4242424242424	0	0	ESAT-6 secretion accessory factor EsaB	0.00818573591759588	0.0923094808171076
ESAT-6 secretion machinery protein EssB	0	0	0	0	14	7	0	0	63.6363636363636	42.4242424242424	0	0	ESAT-6 secretion machinery protein EssB	0.00818573591759588	0.0923094808171076
ESAT-6 secretion machinery protein EssC	0	0	0	0	14	7	0	0	63.6363636363636	42.4242424242424	0	0	ESAT-6 secretion machinery protein EssC	0.00818573591759588	0.0923094808171076
Fructokinase	1	8	0	0	20	6	100	100	54.5454545454545	60.6060606060606	0	0	Fructokinase	0.00819258550079593	0.0923094808171076
Glucose 1-dehydrogenase 4	1	0	0	0	14	7	100	0	63.6363636363636	42.4242424242424	0	0	Glucose 1-dehydrogenase 4	0.00818573591759588	0.0923094808171076
Negative regulator of SacY activity	1	8	0	0	20	6	100	100	54.5454545454545	60.6060606060606	0	0	Negative regulator of SacY activity	0.00819258550079593	0.0923094808171076
Putative glycosyltransferase EpsD	0	0	1	2	13	5	0	0	45.4545454545455	39.3939393939394	100	100	Putative glycosyltransferase EpsD	0.00819258550079591	0.0923094808171076
Putative tyrosine-protein kinase YveL	0	8	0	0	22	6	0	100	54.5454545454545	66.6666666666667	0	0	Putative tyrosine-protein kinase YveL	0.00818542662763511	0.0923094808171076
Sucrose-6-phosphate hydrolase	1	8	0	0	20	6	100	100	54.5454545454545	60.6060606060606	0	0	Sucrose-6-phosphate hydrolase	0.00819258550079593	0.0923094808171076
Transposase from transposon Tn916	1	8	0	0	21	6	100	100	54.5454545454545	63.6363636363636	0	0	Transposase from transposon Tn916	0.00837865810273875	0.0940415409446392
Flagellar basal-body rod protein FlgF	1	8	0	0	28	9	100	100	81.8181818181818	84.8484848484848	0	0	Flagellar basal-body rod protein FlgF	0.008490506240014	0.0949303909220027
Non-haem bromoperoxidase BPO-A2	0	8	0	0	23	9	0	100	81.8181818181818	69.6969696969697	0	0	Non-haem bromoperoxidase BPO-A2	0.00892279602837217	0.0990021681468628
Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase	0	0	1	2	10	2	0	0	18.1818181818182	30.3030303030303	100	100	Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase	0.00892279602837223	0.0990021681468628
Accessory gene regulator A	1	8	1	2	20	4	100	100	36.3636363636364	60.6060606060606	100	100	Accessory gene regulator A	0.00935155529745907	0.10258479716873
C-factor	1	8	1	2	20	4	100	100	36.3636363636364	60.6060606060606	100	100	C-factor	0.00935155529745907	0.10258479716873
putative glucarate transporter	0	0	0	0	13	7	0	0	63.6363636363636	39.3939393939394	0	0	putative glucarate transporter	0.00935155529745904	0.10258479716873
Glutaminase 1	1	8	0	0	21	8	100	100	72.7272727272727	63.6363636363636	0	0	Glutaminase 1	0.00950863910880783	0.103526643780166
S-(hydroxymethyl)glutathione dehydrogenase	0	0	0	0	16	2	0	0	18.1818181818182	48.4848484848485	0	0	S-(hydroxymethyl)glutathione dehydrogenase	0.00949093601963919	0.103526643780166
ESAT-6 secretion machinery protein EssD	0	0	0	0	12	7	0	0	63.6363636363636	36.3636363636364	0	0	ESAT-6 secretion machinery protein EssD	0.0102395630305269	0.110655798251827
Signal transduction histidine-protein kinase/phosphatase DegS	1	0	0	0	12	7	100	0	63.6363636363636	36.3636363636364	0	0	Signal transduction histidine-protein kinase/phosphatase DegS	0.0102395630305269	0.110655798251827
5-methylcytosine-specific restriction enzyme B	0	0	1	2	10	4	0	0	36.3636363636364	30.3030303030303	100	100	5-methylcytosine-specific restriction enzyme B	0.0107264752411064	0.111382102464979
Cyclopropane-fatty-acyl-phospholipid synthase	0	8	1	2	16	6	0	100	54.5454545454545	48.4848484848485	100	100	Cyclopropane-fatty-acyl-phospholipid synthase	0.0105396698334138	0.111382102464979
Cypemycin N-terminal methyltransferase	1	8	1	2	17	5	100	100	45.4545454545455	51.5151515151515	100	100	Cypemycin N-terminal methyltransferase	0.0105396698334138	0.111382102464979
Dapdiamide A synthase	0	0	0	0	10	7	0	0	63.6363636363636	30.3030303030303	0	0	Dapdiamide A synthase	0.0107264752411065	0.111382102464979
